Date,Open,High,Low,Close,Volume
2016-01-25,42.67790095904228,42.96020007003203,41.80928639820874,41.91786425378152,9452400
2016-01-26,42.27255033833411,43.18459385000468,42.04815738773479,42.82267133944103,7014583
2016-01-27,42.29426079655678,43.351073764533965,41.59213030901402,42.21463740997984,9488843
2016-01-28,44.88562803809185,45.20412161098968,42.39560218759303,44.21245471639779,11688531
2016-01-29,44.653995872399314,45.08830451763772,43.98081981934183,45.05211282084689,7082731
2016-02-01,44.85667757139914,45.66014599969993,44.42960889154781,45.38508411405424,5131081
2016-02-02,44.35719936526025,44.5526377525368,43.77812419624541,43.91565368599636,5412461
2016-02-03,44.49474056443701,46.036527994268326,43.285918317346415,45.797660647058045,7178448
2016-02-04,46.03653519066823,48.49036899479004,46.03653519066823,47.74480962077935,10853697
2016-02-05,47.53490379679359,48.32389778442439,47.18022126345475,47.86063738751256,6430285
2016-02-08,47.3539368047341,47.51318358238207,46.07997086729873,46.74590967825885,5441064
2016-02-09,46.25369260240328,46.62285506676128,45.68909167360563,46.275407066924586,4857800
2016-02-10,46.52151483212663,46.60113822240675,44.87838914338919,44.979726999654986,5130823
2016-02-11,44.08940018884186,45.10278432435483,43.799861075481125,44.45132269991797,6078173
2016-02-12,44.871148111973625,45.94243826953476,44.74809303888423,45.710808114453926,3702387
2016-02-16,46.44189427876077,47.44803830957413,45.97139119919976,47.20192815680396,4152112
2016-02-17,47.7737686234282,49.06945179879377,47.571092912868025,48.685814843447886,6352833
2016-02-18,48.60619691621443,48.93192498443384,47.151266798335314,47.86063738751256,5320448
2016-02-19,46.99201069631626,47.426316542109696,46.38398361670514,47.353933154893866,4303312
2016-02-22,47.35392583466432,48.87399882120933,47.35392583466432,48.72199207480459,4986342
2016-02-23,48.57723370951447,48.67133156234485,47.5566097070913,47.61451862690932,4824114
2016-02-24,46.83276716595784,47.7520533668446,45.65290185759404,47.68690444810122,5547636
2016-02-25,47.69413034735636,48.11396162961879,46.934091147484594,48.11396162961879,3684984
2016-02-26,48.7799228576519,49.22146882865009,48.09950666840877,48.40352582003872,3575224
2016-02-29,48.59894022362141,49.64127851983774,48.128439991440565,49.00429155103991,7446473
2016-03-01,49.53994059330864,50.299974330765856,48.74370688383302,50.01043530209269,3835237
2016-03-02,49.76433563812056,50.61847281979114,49.3734587391359,50.220355925686896,4136518
2016-03-03,50.39409956558636,52.1747579095025,50.22761275701898,51.935887692971065,6179577
2016-03-04,52.181976366512295,53.53556832218519,51.78386498366616,52.72486004334658,8203165
2016-03-07,52.695913851378215,54.81677974689588,52.695913851378215,54.12188374456023,9253298
2016-03-08,53.405275308406125,53.64414544843517,51.76938430434117,51.92139659163113,7537108
2016-03-09,52.35570825063431,52.623527356389,51.58119435000791,52.02274022557518,4228358
2016-03-10,52.13854905388909,52.13854905388909,51.023827206908656,51.653574279634185,5472855
2016-03-11,52.37741222318451,52.91305584988436,52.31950331151485,52.695905714869824,4124198
2016-03-14,52.64523738217319,53.15916655332626,52.21092606232748,52.64523738217319,4359399
2016-03-15,51.71148573532051,52.45704516089154,51.291654332911975,52.43533069568053,4027188
2016-03-16,52.543901300708605,53.93368777617778,52.26160221721454,53.81062993984814,5721668
2016-03-17,53.70929503995909,55.22937390840043,53.21708023510641,54.93983481334023,11472284
2016-03-18,55.070126884060855,55.69263400278569,54.02778835549854,54.62858100862814,11846365
2016-03-21,54.67201332508288,55.265566018933605,54.31733081256822,54.93259797335873,3718153
2016-03-22,54.715442090688256,55.07013012461131,54.46209743967121,54.68649314985705,3123604
2016-03-23,54.26664040200385,54.37521821622396,53.25325667344461,53.33288003570621,4611744
2016-03-24,52.7899951444807,54.54169802469046,52.64522841086714,54.49826910910578,6061890
2016-03-28,54.396951696996176,54.68649079533494,53.897496890424286,54.52000401897799,2951123
2016-03-29,54.266654609715815,55.04840844977738,53.70205645494862,55.01945399023823,3519396
2016-03-30,55.69261214346563,55.91700222987525,55.01943636174008,55.381358706270014,4210180
2016-03-31,55.22936889958525,55.83015597841289,55.18593444964105,55.40309013186683,3746584
2016-04-01,54.75887359529436,55.64196535052365,54.04950308818428,55.58405642698428,4202857
2016-04-04,55.417556871809694,55.76500481041717,54.59237423042676,54.80952988236864,3747273
2016-04-05,54.52001823839685,54.9036552966904,53.998848829960174,54.46210929912602,3779409
2016-04-06,54.66476487181403,54.700959326113775,53.34736736377967,54.447614713510696,4247226
2016-04-07,53.91919893823332,54.056731220831445,53.390795313773246,53.68756881740883,4136087
2016-04-08,54.31007098036364,54.46931770975917,53.56451176773659,53.81785632700348,4231029
2016-04-11,54.00607957662974,54.852976959013695,54.00607957662974,54.02055404771773,3364146
2016-04-12,54.33178976791017,55.54784927177016,53.90472398005045,55.08458903434708,4419362
2016-04-13,55.641954009478304,57.299559331069126,55.41755835712469,57.27783934729469,8068937
2016-04-14,57.5022612191326,57.70493698012648,56.727747119620126,57.21996204881966,4628458
2016-04-15,57.45880042686793,57.74833946240789,56.988305706925495,57.30679367577145,4745800
2016-04-18,56.80013185316027,57.81351620421808,56.56126161964299,57.36473020692807,4154524
2016-04-19,57.90034078028992,58.55180216849896,57.516703941260495,58.1898797886603,5413494
2016-04-20,58.08855356186797,58.3418981738375,57.40090311187946,57.71939111442759,4615104
2016-04-21,57.55858027533085,58.16523077719032,57.14927660002536,57.49280171737576,5607858
2016-04-22,57.69017187766396,57.8728976209004,56.42570728087502,57.244320618059255,8701222
2016-04-25,57.37588233991022,57.639007851525854,55.694803301960015,56.126038947909485,6961081
2016-04-26,56.38916122189534,56.82039126673835,55.89214701475196,56.75461268078469,5243254
