Date,Open,High,Low,Close,Volume
2016-01-25,38.853661088499,38.93418865723304,38.53155849309452,38.67751183160059,13770768
2016-01-26,39.25627808231357,40.05147027783213,39.02476715952295,39.66393820290525,22845435
2016-01-27,39.52302985408237,40.18736689924823,39.33178264887718,39.658919158642206,15090169
2016-01-28,39.96088831861851,40.262858993113774,39.56329212528966,40.17226740678865,13805229
2016-01-29,40.25280626324494,41.26944204860351,40.17731261349541,41.11342465494993,27756670
2016-02-01,40.871831157466175,40.96745666900675,40.52959672853507,40.82653728764073,13473320
2016-02-02,40.30815334694718,40.53463423534283,40.16723395315372,40.37358295104093,12718819
2016-02-03,40.50442948303237,40.88692379995111,40.27291471257542,40.81646411842584,14160296
2016-02-04,40.69065222788159,40.81647366571658,40.428945326681664,40.61515859722749,11572976
2016-02-05,40.55476022574107,40.86679488381152,40.54972629390495,40.86679488381152,13892426
2016-02-08,40.40881445333482,41.6317990134758,40.40881445333482,41.58147120502768,23062242
2016-02-09,41.18386915727877,41.77271249622408,40.77620513513076,41.591529339661655,19963177
2016-02-10,41.72742520985349,41.77271908625707,40.99765853641488,41.07818610304219,14768306
2016-02-11,40.45913138010101,40.7611019893389,40.07663322719189,40.21252249719595,17221692
2016-02-12,40.44404564921275,40.77621226783744,40.15717290776905,40.7611143087771,12983480
2016-02-16,41.26439937267996,41.26439937267996,40.6856199669053,41.00269246072715,13048355
2016-02-17,41.09328558205395,41.68716296872038,41.02282587853131,41.4959119107882,15197317
2016-02-18,41.38518173607504,41.43047560263391,40.8718282098185,41.25936032039165,10746344
2016-02-19,41.24929301650965,41.400280253284144,40.96745427027984,41.16373537422773,10756110
2016-02-22,41.163748646026704,41.60663879571998,41.12348485793655,41.33486398576064,9649611
2016-02-23,41.269431559040925,41.50094254360026,41.07315042344136,41.17380603767914,8148560
2016-02-24,40.89698823335915,41.08823537578096,40.595017646464186,41.04797160692447,9430989
2016-02-25,41.1184469780476,41.440549572322034,41.002693398105805,41.440549572322034,9472705
2016-02-26,41.53112879661916,41.59655838643881,40.74097050543028,40.81646411842584,12948601
2016-02-29,40.816474221065214,40.942295660612125,40.368550203459456,40.40881398565821,15437843
